,City,Country,Latitude,Longitude
135,Apeldoorn,Netherlands,52.1795738,5.9300775
136,Apodaca,Mexico,25.7816542,-100.1887501
137,Apopa,El Salvador,13.8013036,-89.1790784
138,Apucarana,Brazil,-23.5525327,-51.4610764
139,Aqtöbe,Kazakhstan,50.2836268,57.2298651
140,Ara,India,25.560317,84.6632139
141,Aracaju,Brazil,-10.9162061,-37.0774655
142,Arad,Romania,46.1753793,21.3196342
143,Araguaína,Brazil,-7.193241,-48.2018597
144,Arak,Iran,34.0862719,49.6893884
145,Arapiraca,Brazil,-9.754866,-36.661471
146,Araraquara,Brazil,-21.7886713,-48.1773096
147,Araras,Brazil,-22.3569477,-47.3838889
148,Araruama,Brazil,-22.8733203,-42.3428897
149,Araucária,Brazil,-25.5861107,-49.4051209
150,Araçatuba,Brazil,-21.207992,-50.4390225
151,Ardabil,Iran,38.4583983,47.9313001
152,Arequipa,Peru,-16.0,-72.25
153,Arica,Chile,-18.4785288,-70.3211394
154,Arjawinangun,Indonesia,-6.6446593,108.4145317
155,Arkhangelsk,Russia,64.543022,40.537121
156,Arlington,United States,32.7355816,-97.1071186
157,Armavir,Russia,44.9993585,41.1294061
158,Armenia,Colombia,4.536307,-75.6723751
159,Arnhem,Netherlands,51.984257,5.9108573
160,Arusha,Tanzania,-3.3696827,36.6880794
161,Arvada,United States,39.8005505,-105.0811573
162,Aryanah,Tunisia,36.86012,10.19337
163,Arzamas,Russia,55.3989463,43.8408129
164,Asahikawa,Japan,43.7627501,142.3579263
165,Asaka,Japan,35.7970861,139.593733
166,Asansol,India,23.6871297,86.9746587
167,Asfi,Morocco,32.299424,-9.239533
168,Asgabat,Turkmenistan,37.9404648,58.3823487
169,Ashdod,Israel,31.7977314,34.6529922
170,Ashikaga,Japan,36.3401914,139.4497731
171,Ashqelon,Israel,31.6644874,34.5730157
172,Asmara,Eritrea,15.3389667,38.9326763
173,Astana,Kazakhstan,51.1282205,71.4306682
174,Astanajapura,Indonesia,-6.7903546,108.6193921
175,Astrakhan,Russia,46.3498308,48.0326203
176,Asunción,Paraguay,-25.2800459,-57.6343814
177,Aswan,Egypt,24.091071,32.897306
178,Asyut,Egypt,27.1832822,31.1853836
179,Athens,Greece,37.9755648,23.7348324
180,Atibaia,Brazil,-23.1177393,-46.5547861
181,Atlanta,United States,33.7489924,-84.3902644
182,Atsugi,Japan,35.464797,139.323536
183,Atyrau,Kazakhstan,47.6605827,50.806203
184,Auckland,New Zealand,-36.852095,174.7631803
185,Augsburg,Germany,48.3668041,10.8986971
186,Aurangabad,India,24.786306,84.4144898
187,Aurora,United States,41.7571701,-88.3147539
188,Austin,United States,30.2711286,-97.7436995
189,Avadi,India,13.1194809,80.1026704
190,Awassa,Ethiopia,7.0481029,38.47861
191,Awka,Nigeria,6.218947,7.0774372
192,Ayacucho,Peru,-14.0,-74.0
193,Ayer Itam,Malaysia,5.4018648,100.2778327
194,Azamgarh,India,25.9903752,83.191152
195,Azare,Nigeria,10.5261,12.291
196,Babakan,Indonesia,-6.9329907,107.5765974
197,Babol,Iran,36.5452581,52.6846571
198,Bac Lieu,Vietnam,9.3298341,105.509946
199,Bacau,Romania,46.4228703,26.7163991
200,Bacolod,Philippines,10.6762836,122.9513786
201,Bacoor,Philippines,14.458816,120.959579
202,Badajoz,Spain,38.8896436,-6.9801425
203,Badalona,Spain,41.4493539,2.248254
204,Badaojiang,China,41.8200527,126.4233899
205,Badlapur,India,25.8959245,82.4377162
206,Bafoussam,Cameroon,5.4758844,10.4217852
207,Bagaha,India,27.0590111,84.2064638
208,Baghdad,Iraq,33.3061701,44.3872213
209,Baglan,Afghanistan,35.75,69.0
210,Bago,Burma,18.3278182,95.6423809
211,Baguio,Philippines,16.4119955,120.593371
212,Bahadurgarh,India,28.6609648,76.8346765
213,Baharampur,India,24.1044927,88.2510635
214,Bahawalnagar,Pakistan,29.9935922,73.2527621
215,Bahawalpur,Pakistan,29.394644,71.6638747
216,Bahia Blanca,Argentina,-38.7176522,-62.2654871
217,Bahir Dar,Ethiopia,11.5949663,37.3882251
218,Bahraich,India,27.4981651,81.7954767
219,Baia Mare,Romania,47.6565584,23.5719843
220,Baicheng,China,45.6156275,122.8360811
221,Baidyabati,India,22.7949104,88.3317725
222,Baiyin,China,36.5451563,104.1355419
223,Bakersfield,United States,35.3738712,-119.0194639
224,Baku,Azerbaijan,40.3755885,49.8328009
225,Balakovo,Russia,52.01812,47.819141
226,Balashikha,Russia,55.8036225,37.9646488
227,Baleshwar,India,21.4955907,86.9167623
228,Balikpapan,Indonesia,-1.2398711,116.8593379
229,Baliuag,Philippines,14.9542259,120.9009172
230,Ballia,India,25.833333,84.166667
231,Bally,India,22.6469581,88.343612
232,Balti,Moldova,47.7623599,27.928665
233,Baltimore,United States,39.2908816,-76.610759
234,Balurghat,India,25.2634866,88.7890029
235,Bama,Nigeria,11.54544,14.0064277
236,Bamako,Mali,12.6132655,-7.9847391
237,Bamenda,Cameroon,5.9614117,10.1516505
238,Banda,India,25.5008211,80.499762
239,Banda Aceh,Indonesia,5.5528455,95.3192908
240,Bandar E Anzali,Iran,37.4716356,49.4685904
241,Bandar Maharani,Malaysia,2.0425046,102.5658852
242,Bandar Penggaram,Malaysia,1.8472584,102.9346697
243,Bandundu,Congo (Democratic Republic Of The),-4.0,18.0
244,Bandung,Indonesia,-6.9215529,107.6110212
245,Baneh,Iran,35.9946631,45.8843225
246,Bangalore,India,12.9767936,77.590082
247,Bangaon,India,23.0434655,88.8317765
248,Bangkok,Thailand,13.7524938,100.4935089
249,Bangui,Central African Republic,4.3635118,18.5835913
250,Banja Luka,Bosnia And Herzegovina,44.7720845,17.1917651
251,Banjaran,Indonesia,-6.9132697,109.4151699
252,Banjarmasin,Indonesia,-3.3187496,114.5925828
253,Bankura,India,23.25,87.25
254,Bansbaria,India,22.409066,88.172582
255,Bantou,China,27.1429143,119.1102155
256,Banyuwangi,Indonesia,-8.3325711,114.141579
257,Baoding,China,38.8579735,115.490696
258,Baoji,China,34.3645811,107.2332184
259,Baoshan,China,25.1147115,99.1591622
260,Barakpur,India,22.76602,88.36336
261,Baranagar,India,22.6493438,88.3685302
262,Barasat,India,22.7191072,88.4826229
263,Barbacena,Brazil,-21.2254524,-43.7735087
264,Barcelona,Spain,41.3828939,2.1774322
265,Barddhaman,India,23.25,87.75
266,Bareli,India,28.416667,79.383333
267,Bari,Italy,41.1257843,16.8620293
268,Barinas,Venezuela,8.6182737,-70.2274065
269,Baripada,India,21.9306273,86.732309
270,Barisal,Bangladesh,22.7047521,90.370729
271,Barnala,India,30.3762012,75.5435927
272,Barnaul,Russia,53.3475493,83.7788448
273,Barquisimeto,Venezuela,10.0774374,-69.3222293
274,Barra Mansa,Brazil,-22.5394843,-44.1735129
275,Barrancabermeja,Colombia,7.0673313,-73.8525627
276,Barranquilla,Colombia,10.9938698,-74.7927177
277,Barreiras,Brazil,-12.1440031,-44.9967406
278,Barretos,Brazil,-20.5531437,-48.5697509
279,Barrie,Canada,44.3893208,-79.6901302
280,Barsi,India,23.5837762,75.4169417
281,Barueri,Brazil,-23.5112184,-46.8764612
282,Baruta,Venezuela,10.4350067,-66.8734682
283,Basel,Switzerland,47.5581077,7.5878261
284,Basildon,United Kingdom,51.5754602,0.4757363
285,Basirhat,India,22.6611962,88.8660215
286,Basti,India,26.724789,82.7932687
287,Bat Yam,Israel,32.0154565,34.7505283
288,Bata,Equatorial Guinea,1.8238516,9.8561662
289,Batala,India,31.8193025,75.1999941
290,Batangas,Philippines,13.9146826,121.0867566
291,Bataysk,Russia,47.138527,39.742348
292,Batman,Turkey,37.7874104,41.2573924
293,Baton Rouge,United States,30.4494155,-91.1869659
294,Baturaja,Indonesia,-4.1270552,104.1619482
295,Bauchi,Nigeria,10.6228284,10.0287754
296,Bauru,Brazil,-22.3218102,-49.0705863
297,Bayamo,Cuba,20.3734356,-76.6492015
298,Bayrut,Lebanon,33.8892265,35.5025585
299,Beaumont,United States,30.0860459,-94.1018461
300,Beawar,India,26.0992137,74.3127044
301,Begusarai,India,25.4138614,86.1348858
302,Beian,China,36.437208,120.4702696
303,Beibei,China,29.8669185,106.5229916
304,Beihai,China,21.4845174,109.1165772
305,Beipiao,China,41.8000713,120.7655332
306,Beira,Mozambique,-19.828707,34.841782
307,Beirut,Lebanon,33.8892265,35.5025585
308,Bekasi,Indonesia,-6.2349858,106.9945444
309,Belawan,Indonesia,-0.5791924,114.4500022
310,Belfast,United Kingdom,54.596391,-5.9301829
311,Belford Roxo,Brazil,-22.7667284,-43.4033603
312,Belgaum,India,15.8572666,74.5069343
313,Belgorod,Russia,50.5955595,36.5873394
314,Belgrade,Serbia,44.8178131,20.4568974
315,Bellary,India,15.1433952,76.9193876
316,Bellevue,United States,47.6144219,-122.192337
317,Bello,Colombia,6.334997,-75.5582665
318,Belo Horizonte,Brazil,-19.9225776,-43.9451356
319,Belém,Brazil,-1.45056,-48.4682453
320,Bene Beraq,Israel,32.08074,34.8338
321,Bengbu,China,32.9176422,117.3825673
322,Benghazi,Libya,32.1288331,20.0817204
323,Bengkulu,Indonesia,-3.5186763,102.5359834
324,Benguela,Angola,-12.9104657,14.0356608
325,Benha,Egypt,30.4624974,31.184063
326,Beni Suef,Egypt,29.0729812,31.0982562
327,Benoni,South Africa,-26.1930356,28.3082376
328,Benxi,China,41.2921601,123.7593948
329,Beppu,Japan,33.2845752,131.4913063
330,Berbera,Somalia,10.4386215,45.0134007
331,Berezniki,Russia,59.4084171,56.8036958
332,Bergamo,Italy,45.7566557,9.7542192
333,Bergen,Norway,60.3943055,5.3259192
334,Bergisch Gladbach,Germany,50.9929303,7.1277379
335,Berkeley,United States,37.8708393,-122.272863
336,Berlin,Germany,52.5170365,13.3888599
337,Bern,Switzerland,46.9484742,7.4521749
338,Bertoua,Cameroon,4.5776155,13.6843792
339,Besançon,France,47.2380222,6.0243622
340,Bethal,South Africa,-26.4569444,29.4708333
341,Betim,Brazil,-19.968056,-44.198333
342,Bettiah,India,26.7910727,84.5601068
343,Bhadravati,India,20.1673903,79.2301936
344,Bhadreswar,India,20.5268033,86.2360615
345,Bhagalpur,India,25.2494829,86.9828131
346,Bhairab Bazar,Bangladesh,24.0502591,90.9781951
347,Bharatpur,India,24.1937675,81.0656395
348,Bharuch,India,21.75,73.0
349,Bhatpara,India,22.8571157,88.3971976
350,Bhavnagar,India,21.7718836,72.1416449
351,Bhilai,India,21.2120677,81.3732849
352,Bhilwara,India,25.5,74.75
353,Bhimavaram,India,16.5427689,81.527344
354,Bhind,India,26.5,78.75
355,Bhiwandi,India,19.3625308,73.0804893
356,Bhiwani,India,28.7931703,76.1391283
357,Bhopal,India,23.2584857,77.401989
358,Bhubaneswar,India,20.2602964,85.8394521
359,Bhuj,India,23.2472446,69.668339
360,Bhusawal,India,20.9946183,75.8396297
361,Bialystok,Poland,53.127505,23.1470509
362,Bid,India,20.1478882,77.8803527
363,Bida,Nigeria,9.083333,6.016667
364,Bidar,India,18.083333,77.333333
365,Bielefeld,Germany,52.0191005,8.531007
366,Bielsko Biala,Poland,49.822118,19.0448936
367,Bihar,India,25.6440845,85.906508
368,Bijapur,India,16.8269911,75.7175387
369,Bikaner,India,28.0159286,73.3171367
370,Bila Tserkva,Ukraine,49.7969703,30.1158069
371,Bilaspur,India,28.8680526,79.298385
372,Bilbao,Spain,43.2630018,-2.9350039
373,Binangonan,Philippines,14.465142,121.1921185
374,Binjai,Indonesia,3.6063964,98.4899865
375,Bintulu,Malaysia,3.1874261,113.0472803
376,Binzhou,China,37.3821206,117.9647262
377,Biratnagar,Nepal,26.4623007,87.281617
378,Birganj,Nepal,27.0135196,84.8763804
379,Birigui,Brazil,-21.2908491,-50.34144
380,Birjand,Iran,32.8633961,59.2177294
381,Birmingham,United Kingdom,52.4796992,-1.9026911
382,Birnin Kebbi,Nigeria,12.4573462,4.2006114
383,Bisho,South Africa,-32.8494444,27.4463889
384,Bissau,Guinea Bissau,11.861324,-15.583055
385,Bitung,Indonesia,1.44344,125.1940836
386,Biysk,Russia,52.5394905,85.2148673
387,Biên Hòa,Vietnam,10.9509538,106.8226134
388,Blackburn,United Kingdom,53.749326,-2.4840566
389,Blackpool,United Kingdom,53.8179442,-3.0509812
390,Blagoveshchensk,Russia,50.290527,127.527161
391,Blantyre,Malawi,-15.7862543,35.0035694
392,Blitar,Indonesia,-8.0982442,112.1650769
393,Bloemfontein,South Africa,-29.116395,26.215496
394,Blumenau,Brazil,-26.9195567,-49.0658025
395,Boa Vista,Brazil,2.8208478,-60.6719582
396,Bobo Dioulasso,Burkina Faso,11.1765796,-4.2961436
397,Bochum,Germany,51.4818111,7.2196635
398,Bogor,Indonesia,-6.5962986,106.7972421
399,Bogotá,Colombia,4.6529539,-74.0835643
