,City,Country,Latitude,Longitude
2107,Nice,France,43.7009358,7.2683912
2108,Nicolás Romero,Mexico,19.6342263,-99.3695564
2109,Nigel,South Africa,-26.425961,28.470431
2110,Niigata,Japan,37.6452283,138.7669125
2111,Niihama,Japan,33.9603497,133.2835899
2112,Niiza,Japan,35.7931194,139.5657258
2113,Nijmegen,Netherlands,51.8425749,5.8389606
2114,Nilópolis,Brazil,-22.8080114,-43.4138222
2115,Ningbo,China,29.8622194,121.6203873
2116,Nis,Serbia,43.3211301,21.8959232
2117,Nishinomiya,Japan,34.7386033,135.3394138
2118,Nishio,Japan,34.822498,137.069626
2119,Niterói,Brazil,-22.8884,-43.1147
2120,Nizamabad,India,26.055318,82.9931387
2121,Nizhnekamsk,Russia,55.6412879,51.8160376
2122,Nizhnevartovsk,Russia,60.9339411,76.5814274
2123,Nizhniy Novgorod,Russia,56.3264816,44.0051395
2124,Nizhniy Tagil,Russia,57.91944,59.965
2125,Nkongsamba,Cameroon,4.9314698,10.0659484
2126,Nkpor,Nigeria,6.15055,6.842826
2127,Nnewi,Nigeria,6.019531,6.917181
2128,Nobeoka,Japan,32.5823063,131.6649034
2129,Noda,Japan,35.9549076,139.8748667
2130,Nogales,United States,31.3402134,-110.9360818
2131,Noginsk,Russia,55.8553511,38.4411898
2132,Nonthaburi,Thailand,13.8610918,100.3456772
2133,Norfolk,United States,36.8448348,-76.2863999
2134,Norilsk,Russia,69.3498394,88.200517
2135,Norman,United States,35.2225717,-97.4394816
2136,North Las Vegas,United States,36.2005843,-115.121584
2137,North Shore,New Zealand,-36.7661188,174.7232992
2138,Northampton,United Kingdom,52.2378853,-0.8963639
2139,Norwalk,United States,41.1175966,-73.4078968
2140,Norwich,United Kingdom,52.6285576,1.2923954
2141,Nossa Senhora Do Socorro,Brazil,-10.8553115,-37.1264863
2142,Nottingham,United Kingdom,52.9534193,-1.1496461
2143,Nouakchott,Mauritania,18.0618918,-15.9311482
2144,Nova Friburgo,Brazil,-22.2800004,-42.5325303
2145,Nova Iguaçu,Brazil,-22.7592175,-43.4508728
2146,Novara,Italy,45.58425,8.545997
2147,Novi Sad,Serbia,45.2551338,19.8451756
2148,Novo Hamburgo,Brazil,-29.6905705,-51.1429035
2149,Novocheboksarsk,Russia,56.1140023,47.4870341
2150,Novocherkassk,Russia,47.41066,40.101986
2151,Novokuznetsk,Russia,53.7575903,87.1358494
2152,Novomoskovsk,Russia,54.011013,38.290943
2153,Novorossiysk,Russia,44.7239578,37.7690711
2154,Novosibirsk,Russia,55.0288307,82.9226887
2155,Novotroitsk,Russia,51.196369,58.298527
2156,Nsukka,Nigeria,6.8561,7.3927
2157,Nueva San Salvador,El Salvador,13.6930939,-89.2251592
2158,Nuevo Laredo,United States,27.6211551,-99.4599682
2159,Nukus,Uzbekistan,42.4600229,59.6176603
2160,Numazu,Japan,35.094699,138.866742
2161,Nuremberg,Germany,49.453872,11.077298
2162,Nyíregyháza,Hungary,47.9557802,21.7167982
2163,Nzérékoré,Guinea,8.3925728,-8.8572519
2164,Nîmes,France,43.8374249,4.3600687
2165,Oakland,United States,37.8044557,-122.271356
2166,Oaxaca,Mexico,17.0,-96.5
2167,Oberhausen,Germany,51.4696137,6.8514435
2168,Obihiro,Japan,42.923809,143.1966324
2169,Obninsk,Russia,55.0951738,36.611913
2170,Obosi,Nigeria,6.095104,6.817734
2171,Obregon,Mexico,21.1320409,-101.6827366
2172,Obuasi,Ghana,6.211542,-1.6894045
2173,Oceanside,United States,33.1958696,-117.3794834
2174,Ocumare Del Tuy,Venezuela,10.1136963,-66.7757458
2175,Odawara,Japan,35.263676,139.150229
2176,Odense,Denmark,55.3997225,10.3852104
2177,Odesa,Ukraine,46.4843023,30.7322878
2178,Odintsovo,Russia,55.6711507,37.2727963
2179,Offa,Nigeria,8.1560008,4.7227435
2180,Offenbach,Germany,50.1055002,8.7610698
2181,Ogaki,Japan,35.3671141,136.6179746
2182,Ogbomosho,Nigeria,8.133,4.25
2183,Okara,Pakistan,30.8091281,73.4493301
2184,Okazaki,Japan,34.950974,137.260842
2185,Oklahoma City,United States,35.4729886,-97.5170536
2186,Okrika,Nigeria,4.691669,7.0807279
2187,Oktyabrskiy,Russia,55.6086034,37.9743705
2188,Olathe,United States,38.8838856,-94.81887
2189,Oldenburg,Germany,53.1389753,8.2146017
2190,Oldham,United Kingdom,53.5415797,-2.1147831
2191,Olinda,Brazil,-7.9986401,-34.8459552
2192,Olomouc,Czech Republic,49.5940567,17.251143
2193,Olongapo,Philippines,14.8314675,120.2835205
2194,Olsztyn,Poland,53.7767239,20.4777805
2195,Omaha,United States,41.2587459,-95.9383758
2196,Ome,Japan,35.803601,139.238128
2197,Omsk,Russia,54.991375,73.371529
2198,Omuta,Japan,33.047013,130.464155
2199,Ondo,Nigeria,7.0209686,5.0567477
2200,Ongole,India,15.5075545,80.0608005
2201,Onitsha,Nigeria,6.1461619,6.8019088
2202,Ontario,United States,34.065846,-117.6484304
2203,Opobo,Nigeria,4.5129124,7.5382548
2204,Opole,Poland,50.6668184,17.9236408
2205,Oradea,Romania,47.0660183,21.9536358
2206,Orai,India,25.9359555,79.4243277
2207,Orange,United States,33.7500378,-117.8704931
2208,Ordu,Turkey,40.8292569,37.4082764
2209,Orekhovo Zuevo,Russia,55.8083278,38.9790038
2210,Orizaba,Mexico,18.8497366,-97.1060062
2211,Orkney,South Africa,-26.975276,26.671926
2212,Orlando,United States,28.5421109,-81.3790304
2213,Orléans,France,47.9027336,1.9086066
2214,Oron,Nigeria,4.8169432,8.2369999
2215,Orsha,Belarus,54.5119008,30.4254486
2216,Orsk,Russia,51.2305015,58.4738015
2217,Orumiyeh,Iran,37.548341,45.0667111
2218,Oruro,Bolivia,-18.666667,-67.666667
2219,Orël,Russia,52.9687747,36.0694937
2220,Osasco,Brazil,-23.5324859,-46.7916801
2221,Oshawa,Canada,43.8975558,-78.8635324
2222,Oshogbo,Nigeria,7.7791666,4.5538891
2223,Oslo,Norway,59.9133301,10.7389701
2224,Osmaniye,Turkey,37.0733588,36.2507673
2225,Osnabrück,Germany,52.2719595,8.047635
2226,Osorno,Chile,-40.5732371,-73.1358145
2227,Ostrava,Czech Republic,49.8349139,18.2820084
2228,Ota,Japan,35.561206,139.715843
2229,Otaru,Japan,43.1906806,140.9946021
2230,Ottawa,Canada,45.4208777,-75.6901106
2231,Otukpo,Nigeria,7.1912599,8.1328576
2232,Ouagadougou,Burkina Faso,12.3681873,-1.5270944
2233,Oulu,Finland,65.0118734,25.4716809
2234,Overland Park,United States,38.9742502,-94.6851702
2235,Oviedo,Spain,43.3618625,-5.8483581
2236,Owerri,Nigeria,5.489736,7.0341973
2237,Owo,Nigeria,7.1962012,5.5868016
2238,Oxford,United Kingdom,51.7520131,-1.2578499
2239,Oxnard,United States,34.1976308,-119.1803818
2240,Oyama,Japan,36.3147373,139.800148
2241,Oyo,Nigeria,8.2151249,3.5642897
2242,Paarl,South Africa,-33.7310282,18.9642117
2243,Pabna,Bangladesh,24.0068082,89.2448341
2244,Pacet,Indonesia,-7.6679012,112.5385039
2245,Pachuca,Mexico,20.1165413,-98.7413535
2246,Padalarang,Indonesia,-6.8423673,107.4970415
2247,Padang,Indonesia,-0.9247587,100.3632561
2248,Paderborn,Germany,51.7189596,8.7648698
2249,Padova,Italy,45.4077172,11.8734455
2250,Pagadian,Philippines,7.8249717,123.4365816
2251,Pak Kret,Thailand,13.9120701,100.4974327
2252,Pakokku,Burma,21.3342915,95.0765122
2253,Pakpattan,Pakistan,30.3422503,73.3891875
2254,Palakkad,India,10.7681928,76.6521319
2255,Palanpur,India,24.1709794,72.4366375
2256,Palembang,Indonesia,-2.9888297,104.756857
2257,Palermo,Italy,38.1112268,13.3524434
2258,Palhoça,Brazil,-27.6447774,-48.6646323
2259,Pali,India,25.6051226,73.4165055
2260,Pallavaram,India,12.9898157,80.1009865
2261,Palma,Spain,39.5695818,2.6500745
2262,Palma Soriano,Cuba,20.2126686,-75.9973941
2263,Palmas,Brazil,-10.1837852,-48.3336423
2264,Palmdale,United States,34.5793131,-118.1171108
2265,Palmira,Colombia,3.5308373,-76.2988048
2266,Palo Negro,Venezuela,10.2591856,-67.0110344
2267,Palu,Indonesia,-0.8957793,119.8679974
2268,Palwal,India,28.1769589,77.373112
2269,Pamanukan,Indonesia,-6.2841644,107.8210101
2270,Pamplona,Spain,42.8181992,-1.6440089
2271,Pamulang,Indonesia,-6.3332168,106.7226636
2272,Panamá,Panama,8.559559,-81.1308434
2273,Panchiao,Taiwan,25.0096703,121.4590989
2274,Panevezys,Lithuania,55.7344985,24.3578055
2275,Pangkah,Indonesia,-6.9577624,109.6914395
2276,Panihati,India,22.6950342,88.4073585
2277,Panipat,India,29.3912753,76.9771675
2278,Panvel,India,18.9655888,73.1028813
2279,Panzhihua,China,26.5860102,101.7179276
2280,Paradise,United States,36.1150858,-115.173414
2281,Parakou,Benin,9.3400159,2.6278258
2282,Paramaribo,Suriname,5.8247628,-55.1703941
2283,Parana,Argentina,-31.7330145,-60.5298511
2284,Paranaguá,Brazil,-25.5148822,-48.5226695
2285,Parbhani,India,19.2901981,76.6026443
2286,Paris,France,48.8588897,2.320041
2287,Parma,Italy,44.8013678,10.3280833
2288,Parnamirim,Brazil,-5.9153334,-35.2679913
2289,Parnaíba,Brazil,-2.9147515,-41.7661953
2290,Parsabad,Iran,39.6461735,47.918551
2291,Parung,Indonesia,-6.4405056,106.7171996
2292,Pasadena,United States,34.1476507,-118.1441551
2293,Pasarkemis,Indonesia,-6.1719337,106.562309
2294,Paseh,Indonesia,-7.3438348,109.6666534
2295,Pasir Gudang,Malaysia,1.4953437,103.9207048
2296,Passo Fundo,Brazil,-28.2550598,-52.3966606
2297,Pasto,Colombia,1.2140275,-77.2785096
2298,Pasuruan,Indonesia,-7.6399593,112.9070632
2299,Patan,India,17.3565267,73.8634207
2300,Pate,Taiwan,24.0,121.0
2301,Paterson,United States,40.9167654,-74.171811
2302,Pathankot,India,32.2692452,75.6528858
2303,Pathein,Burma,16.783333,94.733333
2304,Pati,Indonesia,-6.7534144,111.0399982
2305,Patiala,India,30.2090874,76.3398721
2306,Patna,India,25.6093239,85.1235252
2307,Patos De Minas,Brazil,-18.6041453,-46.5096698
2308,Paulista,Brazil,-7.9340069,-34.868407
2309,Pavlodar,Kazakhstan,51.8111545,76.4285287
2310,Pavlohrad,Ukraine,48.5316759,35.8703695
2311,Payakumbuh,Indonesia,-0.2242687,100.6319419
2312,Pekalongan,Indonesia,-7.0424391,109.6191607
2313,Peking,China,39.9057136,116.3912972
2314,Pelotas,Brazil,-31.7699736,-52.3410161
2315,Pemalang,Indonesia,-6.8903801,109.3806311
2316,Pemba,Mozambique,-12.9735551,40.5215098
2317,Pembroke Pines,United States,26.0061943,-80.2872086
2318,Penza,Russia,53.200001,45.0
2319,Peoria,United States,40.6938609,-89.5891008
2320,Perbaungan,Indonesia,3.5674287,98.956266
2321,Pereira,Colombia,4.8143159,-75.6946778
2322,Peristérion,Greece,37.8939884,23.4763737
2323,Perm,Russia,58.014965,56.246723
2324,Perpignan,France,42.6985304,2.8953121
2325,Perth,Australia,-31.9558933,115.8605855
2326,Perugia,Italy,43.1070321,12.4029962
2327,Pervouralsk,Russia,56.9051246,59.9431941
2328,Pescara,Italy,42.3102619,13.9575901
2329,Peshawar,Pakistan,34.0123846,71.5787458
2330,Petaling Jaya,Malaysia,3.0991752,101.6450232
2331,Petapa,Guatemala,14.5834886,-90.5550204
2332,Petare,Venezuela,10.321205,-64.3756932
2333,Peterborough,United Kingdom,52.5725769,-0.2427336
2334,Petrolina,Brazil,-9.3817334,-40.4968875
2335,Petropavl,Kazakhstan,54.8668104,69.1334984
2336,Petropavlovsk Kamchatskiy,Russia,53.0199838,158.6471356
2337,Petrozavodsk,Russia,61.7900426,34.390007
2338,Petrópolis,Brazil,-22.5075743,-43.1785356
2339,Pforzheim,Germany,48.8908846,8.7029532
2340,Phagwara,India,31.2206734,75.7696463
2341,Phalaborwa,South Africa,-23.948502,31.137577
2342,Phan Thiet,Vietnam,10.9418092,108.0823313
2343,Philadelphia,United States,39.9527237,-75.1635262
2344,Phitsanulok,Thailand,16.9779975,100.3848239
2345,Phnum Pénh,Cambodia,11.568271,104.9224426
2346,Phoenix,United States,33.4484367,-112.074141
2347,Phra Pradaeng,Thailand,13.6591779,100.5338323
2348,Piatra Neamt,Romania,46.9319894,26.3695046
2349,Piedras Negras,Mexico,28.7041725,-100.5148362
2350,Pietermaritzburg,South Africa,-29.6,30.3788889
2351,Pietersburg,South Africa,-23.9058333,29.4613889
2352,Pilibhit,India,28.6908066,79.8310725
2353,Pimpri,India,18.6229526,73.8025117
2354,Pinar Del Río,Cuba,22.312447,-83.9389386
2355,Pindamonhangaba,Brazil,-22.9364,-45.4622602
2356,Pindiga,Nigeria,9.98333,10.93333
2357,Pingchen,Taiwan,24.0,121.0
2358,Pingdingshan,China,33.7374744,113.2981436
2359,Pingliang,China,35.22678,106.495648
2360,Pingshan,China,38.4065192,113.8679547
2361,Pingtung,Taiwan,22.6828017,120.487928
2362,Pingxiang,China,37.0634355,115.0254894
2363,Pinsk,Belarus,52.1113862,26.1025274
2364,Piracicaba,Brazil,-22.725165,-47.6493269
2365,Pitesti,Romania,44.8572343,24.8719422
2366,Pittsburgh,United States,40.4416941,-79.9900861
2367,Piura,Peru,-5.0,-80.333333
2368,Plano,United States,33.0136764,-96.6925096
2369,Pleven,Bulgaria,43.409022,24.6180123
2370,Plock,Poland,52.5464521,19.7008606
2371,Ploiesti,Romania,44.9417468,26.0236504
2372,Plovdiv,Bulgaria,42.1418541,24.7499297
2373,Plumbon,Indonesia,-7.8959669,110.0901953
2374,Plymouth,United Kingdom,50.3712659,-4.1425658
2375,Plzen,Czech Republic,49.7477415,13.3775249
2376,Plây Cu,Vietnam,13.98333,108.0
2377,Podgorica,Montenegro,42.4415238,19.2621081
2378,Podolsk,Russia,55.4308841,37.5453056
2379,Pokhara,Nepal,28.209538,83.991402
2380,Poltava,Ukraine,49.8607809,33.7498787
2381,Pomona,United States,34.0553813,-117.7517496
2382,Ponce,Puerto Rico,18.011564,-66.613958
2383,Pondicherry,India,10.9156489,79.8069488
2384,Ponnani,India,10.7749192,75.9797513
2385,Ponta Grossa,Brazil,-25.0891685,-50.1601812
2386,Pontianak,Indonesia,-0.0226903,109.3447488
2387,Poole,United Kingdom,50.7179472,-1.981521
2388,Porbandar,India,21.6409,69.611
2389,Port Au Prince,Haiti,18.547327,-72.3395928
2390,Port Blair,India,11.6645348,92.7390448
2391,Port Elizabeth,South Africa,-33.9618359,25.6186512
2392,Port Gentil,Gabon,-0.7151966,8.7787919
2393,Port Harcourt,Nigeria,4.7676576,7.0188527
2394,Port Louis,Mauritius,-20.1624522,57.5028044
2395,Port Moresby,Papua New Guinea,-9.4743301,147.1599504
2396,Port Said,Egypt,31.263235,32.305505
2397,Port Saint Lucie,United States,27.2939333,-80.3503283
2398,Portland,United States,45.5202471,-122.674194
2399,Portmore,Jamaica,17.9717917,-76.8738048
